market_ids,firm_ids,product_ids,x,w,satellite,wired,xi,omega,mc,prices,shares,x**2,w**2,x*w,sum_x_competitors,sum_w_competitors,x_other_in_nest,w_other_in_nest
0,1,0,1.2406333560617109,0.9193396293890663,1,0,-0.6293901783327279,0.6761805588247819,2.257724566705987,3.4663753620538325,0.05161266331898631,1.539171124172944,0.8451853541652258,1.1405634097694868,5.036591028802343,4.191592186623389,1.4705788854173087,2.0683998709985936
0,2,1,1.470578885417309,2.0683998709985936,1,0,1.0053766176624215,-1.6200657899656825,2.2582535385814353,3.466904333929283,0.33275997594858775,2.1626022582352147,4.278278026346999,3.0417451768904176,4.806645499446745,3.0425319450138613,1.2406333560617107,0.9193396293890661
0,3,2,2.101190541905837,0.008831299221537027,0,1,-2.5952589324391457,0.9542271095517246,1.8616928598424507,2.9898881879968275,0.0551676526305454,4.415001693394545,7.799184594032051e-05,0.018556242397033983,4.176033842958217,5.102100516790918,1.4648216014791973,2.1143610164032576
0,4,3,1.4648216014791973,2.1143610164032576,0,1,-0.4034995958836505,-1.056475223019325,2.4510851655859667,3.5792804937403435,0.08039745834719415,2.14570232416008,4.470522507685817,3.097161690153003,4.812402783384856,2.9965707996091973,2.101190541905837,0.008831299221537137
1,1,0,0.8179220783892771,1.1064360238003494,1,0,0.846327578741302,0.6459669539193658,2.35691809858628,3.5832942403560324,0.1308110733847134,0.6689965263166348,1.2242006747631275,0.9049784521915495,3.2058872504379585,1.5910084907153659,1.0567463748812687,0.2651741794698943
1,2,1,1.0567463748812687,0.2651741794698943,1,0,-1.7920719554944553,1.1716475509774429,2.0395913899299694,3.2659675316997205,0.02239487804284743,1.1167129008247028,0.07031734545753171,0.28022185286692575,2.967062953945967,2.4322703350458212,0.8179220783892771,1.1064360238003494
1,3,2,1.5348971357684786,0.749890482829548,0,1,0.0822768545348702,-1.506334573948191,1.6473711895962915,2.9567147481730705,0.3569956950891666,2.3559092173902796,0.5623357362383326,1.1510047542351147,2.488912193058757,1.9475540316861673,0.6142437397882112,0.5759438284159238
1,4,3,0.6142437397882111,0.5759438284159238,0,1,-0.624242988676134,-0.2445887661712646,1.8467223431052489,3.156065901682028,0.04707999503456256,0.37729537186900763,0.33171129349039113,0.3537698910741368,3.4095655890390244,2.1215006860997914,1.5348971357684786,0.749890482829548
2,1,0,0.3333021896359276,0.16647167120307715,1,0,-0.21635843309047129,-0.39369611146806666,1.6362481438804308,2.792347420271634,0.1362180669457657,0.11109034961610385,0.027712817313145427,0.055485372524337814,2.373064445546008,2.270586240817177,1.2156430327764864,0.02038745427377875
2,2,1,1.2156430327764864,0.020387454273778752,1,0,-0.963184423149501,0.3639558732939016,1.734278276217565,2.8903775526087694,0.12821539504627164,1.4777879831380136,0.0004156482917654195,0.024783866743968343,1.490723602405449,2.4166704577464753,0.3333021896359276,0.16647167120307715
2,3,2,0.658336444318561,0.4392931615088421,0,1,0.29924240158149656,0.41213732451049934,1.9373875772971059,3.0874334127776892,0.17667691663795834,0.43340687391800575,0.19297848174843366,0.28920269796119047,2.0480301908633747,1.9977647505114122,0.49908496845096073,1.810905625034556
2,4,3,0.49908496845096073,1.810905625034556,0,1,0.9160024971844263,0.12160059797501259,2.6324802983898157,3.7825261338703964,0.06952218515175125,0.24908580573369646,3.2793791827817964,0.9037957767380388,2.207281666730975,0.6261522869856981,0.658336444318561,0.439293161508842
3,1,0,0.5891089362106927,1.9469998081257633,1,0,-0.4911835234358184,1.1321367410038163,3.090296511304503,4.349580022731061,0.0062621164644709815,0.347049338723294,3.7908082528417593,1.1469949857673913,3.1518705342143525,2.4845518144172747,0.9675047385569242,1.4083557208493673
3,2,1,0.9675047385569241,1.4083557208493676,1,0,-0.6484897899367508,-0.6474318369030866,2.162272929474604,3.4215564409011634,0.04998159915745311,0.936065419130102,1.9834658364491418,1.3625908334955157,2.7734747318681214,3.0231959016936707,0.5891089362106928,1.9469998081257631
3,3,2,1.4626147615272214,0.41886022962757224,0,1,0.8593019527390585,-0.8692969630855429,1.6422264900962387,3.0795758229175494,0.472046829408353,2.1392419406373304,0.17544389196366256,0.6126311548699688,2.278364708897824,4.012691392915466,0.7217510341302071,0.6573358639403348
3,4,3,0.7217510341302072,0.6573358639403348,0,1,0.970542048293819,1.6220252750566837,2.3799681978998857,3.817317530721197,0.057510707511757596,0.5209245552680236,0.4320904380221864,0.47443283956980986,3.019228436294838,3.774215758602703,1.4626147615272211,0.4188602296275723
4,1,0,0.49680473174508516,1.2758984684725139,1,0,2.467816685080645,1.3390500371199405,2.6814451164704525,4.01686900752228,0.18148442729403788,0.24681494148430602,1.6279169018505064,0.6338723963634523,2.7625642841229636,1.6846037294221912,0.32065065651274266,1.1252904801985397
4,2,1,0.32065065651274266,1.1252904801985397,1,0,-0.9406545030256632,0.7762383372544018,2.4069308079415617,3.7423546989933913,0.008719598590921689,0.10281684352205288,1.26627866482546,0.3608251312432012,2.938718359355306,1.8352117176961653,0.49680473174508516,1.2758984684725139
4,3,2,1.5476130022359755,0.03335247202544196,0,1,0.6854630117535304,0.6297328108284826,1.7986829800762731,3.201771131880864,0.3660077819518522,2.3951060046898496,0.0011123873902078886,0.05161671936328562,1.711756013632073,2.927149725869263,0.8943006253742452,0.5259607771982096
4,4,3,0.8943006253742453,0.5259607771982096,0,1,-0.8004601041775387,0.11719937949548785,1.9081613162184705,3.3112494680230657,0.03462106909988773,0.7997736085447662,0.2766347391509446,0.4703670519706829,2.3650683904938035,2.4345414206964957,1.5476130022359755,0.033352472025442004
5,1,0,0.8446487172630398,0.9341245590629151,1,0,-0.24856611886348695,-1.9755785782272075,1.6267494438051138,2.9478510709262435,0.14516597691306618,0.7134314555740986,0.8725886918444856,0.7890071105763939,1.3933900333292621,2.2723972074721934,0.5899678595118579,0.5113633812696944
5,2,1,0.589967859511858,0.5113633812696944,1,0,0.031451970423910965,0.4185262747480935,1.9741869242440626,3.2952885513651937,0.0743170222286353,0.34806207525700344,0.26149250770357485,0.30168795948042776,1.648070891080444,2.6951583852654144,0.8446487172630397,0.9341245590629151
5,3,2,0.11701262883311826,0.7248243359758823,0,1,1.7914053678587365,-0.727714734228694,1.8044245682700788,3.1680852792052034,0.3025665031579616,0.0136919553064371,0.5253703180228786,0.08481360099475732,2.1210261217591837,2.4816974305592265,0.6864095449842859,1.036209490226617
5,4,3,0.6864095449842859,1.036209490226617,0,1,0.04991250176440661,-0.3827019075561641,2.036463314831243,3.4001240257663685,0.05891688108158134,0.47115806344553435,1.0737301076357055,0.711264084694851,1.551629205608016,2.1703122763084917,0.11701262883311825,0.7248243359758821
